,accuracy,precision,recall,f1
category_4,0.7733385815000727,0.7931817118290312,0.9437142519161352,0.8619242444030458
category_16,0.711980289546348,0.7164714796433163,0.9529933667985746,0.8179761912580938
category_7,0.4545743211143673,0.4545743211143673,1.0,0.6250272871648376
category_19,0.43479398445313466,0.4322878589383271,0.9984815618221259,0.6033556331855796
category_1,0.3692984443627895,0.36915568435118296,0.9999240890688259,0.539234669602602
