,accuracy,precision,recall,f1
category_4,0.7632055979495519,0.8117492432288993,0.8906925864446265,0.8493867865923235
category_16,0.7141936726157422,0.7598256369235518,0.846904918798088,0.8009726860363825
category_7,0.4755595860693095,0.46349280558172773,0.9732914741154252,0.6278871667681034
category_19,0.5075086277715645,0.46376263384664995,0.9203253796095444,0.6167218410759325
category_1,0.49221117995574765,0.4133183122852816,0.8957742914979757,0.565627862275242
