,accuracy,precision,recall,f1
category_4,0.7489447089993007,0.8208983096000916,0.8507145311627392,0.8355368685366568
category_16,0.7105140354300097,0.7728437619023483,0.8125370551136782,0.7921886385841027
category_7,0.4944431817775464,0.4719608601338619,0.9438097502450653,0.6292529441193422
category_19,0.5667750384607301,0.49815226731004286,0.8349240780911064,0.6239867677912989
category_1,0.5301841775971251,0.43098214116333444,0.8493168016194332,0.571692355442601
