,accuracy,precision,recall,f1
category_4,0.773833555112859,0.7918443868787561,0.9473395748515273,0.862639376450019
category_16,0.7059004895604597,0.7070320759001263,0.9680387423168885,0.8171991017233807
category_7,0.4545743211143673,0.4545743211143673,1.0,0.6250272871648376
category_19,0.43387873813046357,0.4319117410866927,0.9988286334056399,0.603052148102885
category_1,0.36908364165440755,0.36908364165440755,1.0,0.5391688723751766
