,accuracy,precision,recall,f1
category_4,0.6731387483645632,0.8639453719791756,0.6694117415704183,0.7543176652846143
category_16,0.6515745507580026,0.8170801238216245,0.6273706021476599,0.7097604802097095
category_7,0.5969311629902027,0.5574141921255359,0.5500472380419307,0.5536778905779045
category_19,0.6373604256422543,0.5774825622371706,0.5882429501084598,0.5827489192508424
category_1,0.6417310982922729,0.5124444760107869,0.6031629554655871,0.554112672679145
