,accuracy,precision,recall,f1
category_4,0.7704060941995926,0.8050241018801378,0.9154593125483,0.856694362882384
category_16,0.7175090699642085,0.7416676078258453,0.896153428992504,0.8116208245397797
category_7,0.4545743211143673,0.4545743211143673,1.0,0.6250272871648376
category_19,0.44085488920719396,0.4347047872261146,0.9928416485900217,0.6046114922123776
category_1,0.4293682170417556,0.3887230428566874,0.9519483805668015,0.551939395076922
