,valid_accuracy,valid_precision,valid_recall,valid_f1
46654,0.7053479329639519,0.010846715582091626,0.5650075414781297,0.021284816527836176
14084,0.7533139120156146,0.013095879808157455,0.5749393203883495,0.025608454168299575
32734,0.8159365425834915,0.01725334838990346,0.566393193558189,0.03348663409025582
37766,0.7364163392241623,0.012969314137714998,0.6131297709923664,0.025401323196417504
12206,0.775262966124455,0.013636846820853138,0.5497398224670952,0.02661351865984041
33768,0.8558198094019477,0.02029603315571344,0.5252834814587802,0.039082006088037115
28934,0.8228987941790787,0.018482779810083436,0.5961598017962217,0.03585397653194263
39993,0.8060474083146733,0.01708689858325151,0.6062208398133748,0.03323698189786748
6187,0.7071577762534191,0.010279104207844303,0.5504214798626288,0.02018132283248243
43086,0.7510541738441722,0.01333415389665005,0.6116687578419071,0.026099351531496562
6348,0.8125580544013575,0.01636557047651086,0.5646173149309912,0.03180914512922465
329,0.7592583405892426,0.013793152205419698,0.6119824341279799,0.02697825560894666
18441,0.7794112364240371,0.012398520551769057,0.5023562676720076,0.024199772985244044
5646,0.7623391796859631,0.013357040945819024,0.5856648852562087,0.026118409062232752
42356,0.7868952292325614,0.012653146426449572,0.4963779527559055,0.024677246357522564
6104,0.8245084941180093,0.018779342723004695,0.6131479140328698,0.03644253256816538
48775,0.8369396200013343,0.022449677292363794,0.692553531479706,0.04348960423858072
10673,0.5961808543213002,0.011770969134741545,0.8976982097186701,0.023237242480790794
651,0.7344713564074098,0.010982863389383661,0.5467349551856594,0.021533166497519525
25340,0.7744401545722491,0.014979354410922572,0.63758819756254,0.029271021982714193
47977,0.6190570682249338,0.011171070089671324,0.8062339331619537,0.022036801194501777
19508,0.8095798529202968,0.016634356825714465,0.6000644537544312,0.03237134909596662
13535,0.8245375747757796,0.015505083953406834,0.5168831168831168,0.03010703884413177
40709,0.8069899637518154,0.012914850746931059,0.47255602468333874,0.025142560912389842
39180,0.7431373924229491,0.013063370256831288,0.642671009771987,0.025606250365015605
36070,0.7675138261421428,0.013698529842441281,0.6104404567699837,0.026795752207319782
27336,0.7991398967807711,0.015981580551229092,0.6171951618175875,0.031156400841618876
19677,0.7348579580930615,0.010981371577172137,0.5584288052373159,0.021539180223345895
10017,0.7452260679016253,0.012914513134874527,0.6340983606557377,0.025313473469280905
28156,0.758505664741071,0.011355516092287446,0.5276134122287969,0.022232534301129633
13829,0.7970785913329376,0.014385224895177757,0.5637141916364834,0.028054535920293656
42244,0.7377301007046072,0.01217865489483251,0.6191419141914192,0.023887438721589098
27695,0.7744555502145981,0.01274651456582421,0.5568407138136153,0.02492253307597305
49520,0.914078630677357,0.031423693822455134,0.524519549370444,0.05929505187848822
49383,0.8248454876227589,0.019783320930502266,0.67893864013267,0.03844636853670905
6873,0.7904653076305935,0.01419079915749754,0.5791569863923001,0.02770280996983648
8571,0.9265012034260436,0.05143460105069373,0.762142381902861,0.09636577774038867
40545,0.8209401263469048,0.017333029578160002,0.6129573682443773,0.03371274012942295
16083,0.7857063435178359,0.015820354255580277,0.6715966386554622,0.03091252282080639
24561,0.8184511641671556,0.016488873057237667,0.5922558922558923,0.0320844885451627
11782,0.7885186141869134,0.01328740157480315,0.5545454545454546,0.025952947479554376
49075,0.7752834936475869,0.013098317014160138,0.5814814814814815,0.0256195343386318
13249,0.7201123539766089,0.009848429376876328,0.5450861195542046,0.019347298390721926
30720,0.785087096570022,0.013081960706489383,0.5576988155668359,0.025564259675793066
40199,0.8703635595409361,0.014893361930009192,0.3787262872628726,0.028659685461233802
24024,0.6945350601541959,0.010135832426854098,0.6184479237576582,0.01994478685861374
35921,0.7303538773925256,0.010956842810717854,0.5914675767918088,0.02151512141828475
17795,0.7856875266216315,0.013772988094670417,0.5928840232637701,0.026920597441533526
17122,0.8461120015874618,0.019496147137400367,0.6068728522336769,0.03777863346596501
8670,0.8429131292327325,0.01889078830632073,0.6029005524861878,0.036633725687669164
35561,0.889048737471796,0.023730116037808346,0.535553243149497,0.04544651792547241
25588,0.777124128221752,0.012459247241057353,0.5654741229593608,0.024381294694672206
11422,0.8164274925117306,0.013045262117453982,0.48762635064482396,0.025410721907892946
31915,0.7439841527521421,0.011871113623516111,0.622602023020579,0.023298005638508926
14233,0.5689391204982714,0.00836319719621742,0.7419467787114846,0.0165399566011521
30827,0.9227925642468708,0.04412050115368857,0.7171398527865405,0.0831268029090318
35042,0.8131755907222438,0.015893822710142554,0.6122019635343618,0.03098326619700815
3599,0.8098809232595654,0.015454553589805542,0.6066034422198806,0.03014119412883746
7963,0.7416850701613634,0.00946213490660363,0.5029919042590637,0.018574845317943116
25466,0.5579414999803278,0.008045826564316566,0.736693690518153,0.0159178062368859
44449,0.8385630049556863,0.018505076008626584,0.6202397743300423,0.03593793096403142
42445,0.820746825504079,0.016539584992982057,0.615819209039548,0.03221397170194688
36550,0.759184783631353,0.013205070295296708,0.66113074204947,0.025892968349963328
17706,0.782216664585404,0.013528510691509316,0.6133947554925585,0.026473152155627264
19019,0.8081891132281069,0.013624026696329256,0.5436789772727273,0.026581937825003694
20082,0.7217596877079481,0.011198365809205779,0.6516014234875445,0.022018326559080308
42625,0.8458793563252996,0.020374298053781992,0.6604916280726755,0.0395292311628502
21295,0.7885887498909475,0.014065127656321664,0.62339514978602,0.02750958035299765
33401,0.757754699519827,0.012509657933553417,0.6351640513552068,0.02453607395263615
1511,0.7808943499703206,0.01336875548616128,0.6159627773801002,0.02616953173112745
8048,0.9359712340975844,0.05656125976187428,0.790905836018618,0.10557254826992926
16965,0.5333495272682486,0.0068634004332087765,0.6754133716750539,0.013588715363781988
23537,0.8290981061649284,0.012829386215682144,0.4615662215806568,0.024964865708931916
5194,0.8771479059360465,0.022463206816421378,0.5864933188876851,0.04326916672217412
21195,0.5693548028416935,0.008647705654360165,0.791832309360318,0.01710856638646932
4562,0.794996758361972,0.013819679755497973,0.6026801883375589,0.027019785822731367
2825,0.7893653745161064,0.014721769837302674,0.6637586332242821,0.028804669322080687
15872,0.7904995201691468,0.012389322863635994,0.5540983606557377,0.02423672636879342
7751,0.7702628036148969,0.008737407305069937,0.4281009879253567,0.01712529274004684
38928,0.7721393613545429,0.01977960499679787,0.9842490842490842,0.03877988410775237
18288,0.7904892564075808,0.010144228016067148,0.45605001838911363,0.01984698613912097
40723,0.7642892943834986,0.011867334475257113,0.6052340582381128,0.023278233009158183
13380,0.788783761360701,0.011321701411368639,0.5175730669626342,0.022158690435650306
9339,0.7827999883677369,0.013086133400200602,0.6196660482374768,0.02563099047662899
22395,0.8528142378900443,0.017728198481762637,0.5695167286245353,0.03438601216528629
28993,0.8420355776188415,0.01627209357532857,0.5616387337057728,0.0316278484463973
46720,0.7984334078596464,0.012736212309697292,0.5626168224299065,0.02490855828271627
15902,0.7978090290310496,0.011526622014748664,0.5095327102803738,0.02254327133795887
4472,0.7206888352512312,0.009060285747473574,0.5544332210998878,0.0178292148889584
38164,0.7653413299440112,0.01051007336671713,0.5402169846614291,0.020618998322207545
3376,0.8561003522180844,0.019830462514295145,0.6309077269317329,0.03845230610961879
35140,0.7878925247313888,0.013324455710824816,0.6249059443190369,0.026092557102013886
7175,0.7610527882363607,0.009772989060834352,0.516836927733636,0.019183237838445118
19706,0.8300782953944791,0.017648878113994394,0.6705837755875663,0.034392588776234315
12916,0.6144264011317507,0.007916977764425731,0.680334092634776,0.015651816947109612
2855,0.7491553779544665,0.009996597482136781,0.5591929958127141,0.019642057268162885
13166,0.8096414354896926,0.015551433870737623,0.6646341463414634,0.030391746828384216
40516,0.7706955922275955,0.010386630007972521,0.53125,0.02037490408155808
40332,0.6217855181745557,0.010714061758145285,0.9119329012581014,0.02117929352181016
29662,0.7956604816099052,0.012753250869539831,0.583587786259542,0.024961023908057232
5782,0.6149806442563135,0.01044009489394853,0.906035141329259,0.020642331573977782
13740,0.8832001040061171,0.02102053915275995,0.5523188961287849,0.040499711920855525
19691,0.8639641042045499,0.01862491081821937,0.570771001150748,0.03607272727272727
5258,0.6546483720818843,0.010531745057104261,0.8249326664101577,0.020797966765935566
