,accuracy,precision,recall,f1
category_4,0.7667824933751779,0.8085397289124018,0.9026523755544995,0.8530044209640408
category_16,0.7171635186533342,0.7453764336202628,0.8862514308744972,0.8097298785508975
category_7,0.4545743211143673,0.4545743211143673,1.0,0.6250272871648376
category_19,0.48583264133527876,0.4536670095111613,0.9496963123644251,0.6139846884936292
category_1,0.46061685001671526,0.400401412570185,0.9267206477732793,0.5591590158005656
